code,v2,label,visited,payoff,v6,v7,liberal,comment,condition,cause,age,gender,race,volunteer,donated,politics,ceostanceopinion,ceocsropinion,trolley,risk1,risk2,risk3,risk4,risk5,amb1,amb2,amb3,amb4,amb5,amb6,amb7,fair1,fair2,fair3,fair4,fair5,fair6,fair7,fair8,fair9,fair10,risk,amb,fair,match,round_earnings_1,round_earnings_2,round_earnings_3,round_earnings_4,round_earnings_5,round_earnings_6,round_earnings_7,round_earnings_8,round_earnings_9,round_earnings_10,round_earnings_str_1,round_earnings_str_2,round_earnings_str_3,round_earnings_str_4,round_earnings_str_5,round_earnings_str_6,round_earnings_str_7,round_earnings_str_8,round_earnings_str_9,round_earnings_str_10,pre_decision_earnings_1,pre_decision_earnings_2,pre_decision_earnings_3,pre_decision_earnings_4,pre_decision_earnings_5,pre_decision_earnings_6,pre_decision_earnings_7,pre_decision_earnings_8,pre_decision_earnings_9,pre_decision_earnings_10,round_donation_str_1,round_donation_str_2,round_donation_str_3,round_donation_str_4,round_donation_str_5,round_donation_str_6,round_donation_str_7,round_donation_str_8,round_donation_str_9,round_donation_str_10,social_action_1,social_action_2,social_action_3,social_action_4,social_action_5,social_action_6,social_action_7,social_action_8,social_action_9,social_action_10,social_action_b_1,social_action_b_2,social_action_b_3,social_action_b_4,social_action_b_5,social_action_b_6,social_action_b_7,social_action_b_8,social_action_b_9,social_action_b_10,board_block_1,board_block_2,board_block_3,board_block_4,board_block_5,board_block_6,board_block_7,board_block_8,board_block_9,board_block_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,cotton_1,cotton_2,cotton_3,cotton_4,cotton_5,cotton_6,cotton_7,cotton_8,cotton_9,cotton_10,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,type_b_1,type_b_2,type_b_3,type_b_4,type_b_5,type_b_6,type_b_7,type_b_8,type_b_9,type_b_10,cotton_b_1,cotton_b_2,cotton_b_3,cotton_b_4,cotton_b_5,cotton_b_6,cotton_b_7,cotton_b_8,cotton_b_9,cotton_b_10,price_b_1,price_b_2,price_b_3,price_b_4,price_b_5,price_b_6,price_b_7,price_b_8,price_b_9,price_b_10,round_earnings_n_1,round_earnings_n_2,round_earnings_n_3,round_earnings_n_4,round_earnings_n_5,round_earnings_n_6,round_earnings_n_7,round_earnings_n_8,round_earnings_n_9,round_earnings_n_10,type_n_1,type_n_2,type_n_3,type_n_4,type_n_5,type_n_6,type_n_7,type_n_8,type_n_9,type_n_10,cotton_n_1,cotton_n_2,cotton_n_3,cotton_n_4,cotton_n_5,cotton_n_6,cotton_n_7,cotton_n_8,cotton_n_9,cotton_n_10,price_n_1,price_n_2,price_n_3,price_n_4,price_n_5,price_n_6,price_n_7,price_n_8,price_n_9,price_n_10,social_action_n_1,social_action_n_2,social_action_n_3,social_action_n_4,social_action_n_5,social_action_n_6,social_action_n_7,social_action_n_8,social_action_n_9,social_action_n_10,board_block_n_1,board_block_n_2,board_block_n_3,board_block_n_4,board_block_n_5,board_block_n_6,board_block_n_7,board_block_n_8,board_block_n_9,board_block_n_10,donate_num,donate_num_1h,donate_num_2h,black,eastasian,hispanic,multiracial,other,southasian,white,asian,other_race,female,male,nonbinary,unkgender,mismatch,control,match_,earnings,earnings_1h,earnings_2h,donate_pct,donate_pct_1h,donate_pct_2h
ik2ghnaq,27zo8zel,,1,4.3200002,ik2ghnaq,27zo8zel,1,,Baseline,Everytown for Gun Safety,31,0,White,0,1,5,1,2,0,0,0,0,1,1,1,1,1,0,0,1,1,-1,-3,0,0,0,-1,-1,-3,0,0,2,5,-.89999998,1,3,3,3,3,3,2.8299999,4.0500002,4.0500002,4.0500002,4.0500002,3,3,3,3,3,2.8299999,4.0500002,4.0500002,4.0500002,4.0500002,,,,,,,,,,,0,0,0,0,0,.31999999,.44999999,.44999999,.44999999,.44999999,0,0,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.22,.22,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,49,40,40,40,40,49,49,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,34.029999,15,19.030001,.5,0,.5
tguxgubh,27zo8zel,,1,3.7,tguxgubh,27zo8zel,1,,Baseline,the National Rifle Association (NRA),32,0,White,0,1,4,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,0,,,,,,,,,,3,2,,0,3,2.99,3.05,3.05,2.9000001,2.0999999,2,2.2,2.4000001,2.4300001,3,2.99,3.05,3.05,2.9000001,2.0999999,2,2.2,2.4000001,2.4300001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,85,95,80,50,40,70,80,97,49,50,49,49,49,99,99,109,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.99,3.05,3.05,2.9000001,2.0999999,2,2.2,2.4000001,2.4300001,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,,Cardigan,Cardigan,80,80,85,95,80,50,40,70,80,97,49,50,49,49,49,99,99,109,99,99,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26.120001,14.99,11.130001,0,0,0
jphjmupn,27zo8zel,,1,4.1199999,jphjmupn,27zo8zel,1,,Baseline,Everytown for Gun Safety,26,1,White,0,0,3,3,5,1,0,0,1,1,1,1,1,1,0,0,0,0,-3,-5,-4,-5,1,-3,-2,-5,0,-5,3,3,-3.0999999,1,3,2.9000001,2.9000001,.44999999,2.8900001,2.2,1.35,2.7,4.0500002,6.75,3,2.9000001,2.9000001,.44999999,2.8900001,2.2,1.35,2.7,4.0500002,6.75,,,,,,,,,,,0,0,0,.050000001,0,0,.15000001,.30000001,.44999999,.75,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.22,.22,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Turtleneck,Cardigan,Cardigan,80,80,80,100,60,50,60,40,40,20,49,49,49,60,30,89,99,49,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9000001,2.9000001,.44999999,2.8900001,2.2,1.35,2.7,4.0500002,6.75,Sweater Vest,Cardigan,Turtleneck,,,Cardigan,Cardigan,Turtleneck,Cardigan,,80,80,80,100,60,50,60,40,40,20,49,49,49,60,30,89,99,49,99,99,No Action,,No Action,Donate 10% of Period Earnings,No Action,No Action,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,5,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,29.190002,12.14,17.049999,.5,.1,.40000001
whriv7sd,27zo8zel,,1,3.78,whriv7sd,27zo8zel,1,,Baseline,The American Red Cross,23,0,White,0,1,5,4,2,1,0,0,1,1,1,0,0,0,0,1,1,1,0,2,3,2,0,0,0,2,2,-3,3,3,.80000001,2,.44999999,.44999999,.44999999,.44999999,.44999999,4.0500002,4.73,4.5900002,5.4000001,6.0700002,.44999999,.44999999,.44999999,.44999999,.44999999,4.0500002,4.73,4.5900002,5.4000001,6.0700002,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.050000001,.44999999,.51999998,.50999999,.60000002,.68000001,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,.029999999,0,0,0,0,0,0,0,.30000001,.33000001,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,40,35,35,30,25,59,55,49,60,65,99,99,100,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,,,.44999999,.44999999,4.0500002,4.73,4.5900002,5.4000001,6.0700002,Sweater Vest,,,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,,,80,80,40,35,35,30,25,59,,,60,60,99,99,100,99,99,Donate 10% of Period Earnings,,,,,,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,27.09,2.25,24.84,1,.5,.5
azsv4y4k,27zo8zel,,1,1.9299999,azsv4y4k,27zo8zel,1,,Baseline,the National Rifle Association (NRA),20,0,White,1,1,4,5,4,1,0,0,1,1,1,0,0,0,1,1,1,1,-1,3,0,3,1,-3,1,-2,0,-4,3,4,-.2,0,3,3.04,2.9400001,2.99,3.0899999,1.21,.44999999,2.0999999,.44999999,2.99,3,3.04,2.9400001,2.99,3.0899999,1.21,.44999999,2.0999999,.44999999,2.99,,,,,,,,,,,0,0,0,0,0,.14,.050000001,0,.050000001,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.029999999,.029999999,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,80,85,85,85,85,60,70,50,100,80,49,50,50,55,45,100,99,99,99,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,2.9400001,2.99,3.0899999,1.21,.44999999,2.0999999,.44999999,2.99,,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,,85,85,85,85,60,70,50,100,80,,50,50,55,45,100,99,99,99,50,,,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,,,,,,,,,,,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22.260002,15.059999,7.1999998,.30000001,0,.30000001
k116au3d,27zo8zel,,1,5.2800002,k116au3d,27zo8zel,1,,Baseline,Everytown for Gun Safety,27,1,East Asian,1,1,3,4,4,1,0,0,0,1,1,0,0,0,0,0,1,1,-3,4,3,3,3,-3,-3,-4,-1,-4,2,2,-.5,1,3,.44999999,3.04,.44999999,3,4.0500002,1.35,5.4000001,6.75,8.1000004,3,.44999999,3.04,.44999999,3,4.0500002,1.35,5.4000001,6.75,8.1000004,,,,,,,,,,,0,.050000001,0,.050000001,0,.44999999,.15000001,.60000002,.75,.89999998,0,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.38,.38,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,80,80,100,40,60,30,20,10,49,54,45,45,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,3.04,.44999999,3,4.0500002,1.35,5.4000001,6.75,8.1000004,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,80,80,100,40,60,30,20,10,49,54,45,45,49,99,99,99,99,99,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,35.59,9.9399996,25.65,.69999999,.2,.5
nvgs0e91,27zo8zel,,1,2.5799999,nvgs0e91,27zo8zel,1,,Baseline,The American Red Cross,20,0,Multi-racial,1,1,5,5,5,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,-4,5,-1,-1,1,0,1,0,4,4,.1,2,2.99,2.8900001,2.8900001,2.8900001,.44999999,2.7,2.79,2.04,.44999999,2.49,2.99,2.8900001,2.8900001,2.8900001,.44999999,2.7,2.79,2.04,.44999999,2.49,,,,,,,,,,,0,0,0,0,.050000001,.30000001,0,0,.050000001,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.029999999,.029999999,Sweater Vest,Turtleneck,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Cardigan,Sweater Vest,80,80,80,80,80,50,80,10,100,10,50,50,50,60,50,99,70,65,100,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,22.58,12.110001,10.469999,.30000001,.1,.2
wlos6h0c,27zo8zel,,1,3.0899999,wlos6h0c,27zo8zel,1,,Baseline,the National Rifle Association (NRA),33,0,White,0,1,4,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,,3,,2,,,,,,,2,0,,0,2.8900001,2.8900001,2.9000001,2.8499999,2.99,2,2.0999999,2.3,2.5,2.03,2.8900001,2.8900001,2.9000001,2.8499999,2.99,2,2.0999999,2.3,2.5,2.03,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.22,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,75,75,40,50,70,90,55,50,50,49,49,45,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8900001,2.8900001,2.9000001,2.8499999,2.99,2,2.0999999,2.3,2.5,2.03,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,75,75,40,50,70,90,55,50,50,49,49,45,99,99,99,99,99,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,25.450001,14.52,10.929999,.1,0,.1
vw09hhil,27zo8zel,,1,6.02,vw09hhil,27zo8zel,1,,Baseline,Everytown for Gun Safety,22,0,South Asian,0,1,5,4,4,1,0,0,0,1,1,0,0,0,1,1,1,1,1,2,-1,0,0,-1,1,-2,1,1,2,4,.2,1,3,.44999999,2.8499999,2.74,2.9000001,4.73,5.4000001,6.0700002,7.4299998,7.4299998,3,.44999999,2.8499999,2.74,2.9000001,4.73,5.4000001,6.0700002,7.4299998,7.4299998,,,,,,,,,,,0,.050000001,0,0,0,.51999998,.60000002,.68000001,.81999999,.81999999,0,1,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.41,.41,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,85,80,80,35,30,25,15,5,49,69,59,65,59,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,2.8499999,2.74,2.9000001,4.73,5.4000001,6.0700002,7.4299998,7.4299998,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,85,80,80,35,30,25,15,5,49,69,59,65,59,99,99,99,99,99,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,6,1,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,43,11.940001,31.060001,.60000002,.1,.5
iwa9hnhx,27zo8zel,,1,4.21,iwa9hnhx,27zo8zel,1,,Baseline,The American Red Cross,22,1,White,1,1,4,3,3,1,0,0,0,1,1,0,0,0,0,0,1,1,3,2,0,0,2,3,1,0,1,0,2,2,1.2,2,.44999999,2.9000001,.44999999,2.5999999,2.3,4.0500002,.44999999,5.4000001,6.75,7.4299998,.44999999,2.9000001,.44999999,2.5999999,2.3,4.0500002,.44999999,5.4000001,6.75,7.4299998,,,,,,,,,,,.050000001,0,.050000001,0,0,.44999999,.050000001,.60000002,.75,.81999999,1,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,.029999999,0,0,0,0,0,0,0,.38,.41,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,60,60,30,60,40,80,30,20,15,54,39,39,39,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,2.9000001,.44999999,2.5999999,2.3,4.0500002,.44999999,5.4000001,6.75,7.4299998,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,60,60,30,60,40,80,30,20,15,54,39,39,39,99,99,99,99,99,99,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,32.779999,8.6999998,24.08,.69999999,.2,.5
93ukuqay,dmc3ye4p,,1,3.3800001,93ukuqay,dmc3ye4p,0,,Baseline,the National Rifle Association (NRA),22,1,White,0,0,2,2,4,1,0,0,1,1,1,0,0,0,0,1,1,1,-3,-5,-1,0,4,2,0,-3,0,-1,3,3,-.69999999,1,3,3.2,.44999999,3,3.3399999,2.7,5.4000001,6.75,7.02,8.1000004,3,3.2,.44999999,3,3.3399999,2.7,5.4000001,6.75,7.02,8.1000004,,,,,,,,,,,0,0,.050000001,0,0,.30000001,.60000002,.75,.77999997,.89999998,0,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,0,.30000001,0,0,.33000001,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,100,100,85,50,30,0,2,10,49,39,39,49,20,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.2,.44999999,3,3.3399999,2.7,5.4000001,6.75,7.02,8.1000004,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,100,100,85,50,30,0,2,10,49,39,39,49,20,99,99,99,99,99,No Action,No Action,Donate 10% of Period Earnings,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,6,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,42.959999,12.99,29.970001,.60000002,.1,.5
lso993l2,dmc3ye4p,,1,3.97,lso993l2,dmc3ye4p,0,,Baseline,The American Red Cross,25,0,Black,0,0,3,3,3,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,2,2,2,0,3,-2,0,4,2,3,1.4,2,3,3,3,3,3,2,4.0500002,4.0500002,4.0500002,4.0500002,3,3,3,3,3,2,4.0500002,4.0500002,4.0500002,4.0500002,,,,,,,,,,,0,0,0,0,0,0,.44999999,.44999999,.44999999,.44999999,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,.22,0,0,.22,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,40,40,40,40,40,49,49,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,,Sweater Vest,,,,Cardigan,Cardigan,,,80,,,,,,40,40,,,49,,,,,,99,99,,,No Action,,,,,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,,,4,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33.199997,15,18.200001,.40000001,0,.40000001
n908u34j,dmc3ye4p,,1,2.3800001,n908u34j,dmc3ye4p,0,,Baseline,the National Rifle Association (NRA),18,1,White,1,0,1,3,2,1,,,1,,,0,,,,,,,4,3,-3,-4,5,0,5,0,0,0,,,1,1,.44999999,3,2.9000001,2.9000001,.44999999,4.0500002,1.35,6.75,6.75,6.75,.44999999,3,2.9000001,2.9000001,.44999999,4.0500002,1.35,6.75,6.75,6.75,,,,,,,,,,,.050000001,0,0,0,.050000001,.44999999,.15000001,.75,.75,.75,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,.079999998,0,0,.079999998,Sweater Vest,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,90,40,60,20,20,20,49,49,49,49,59,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,3,2.9000001,2.9000001,.44999999,4.0500002,1.35,6.75,,,Sweater Vest,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,,,80,80,80,80,90,40,60,20,,,49,49,49,49,59,99,99,99,,,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,,,7,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,35.349998,9.6999998,25.65,.69999999,.2,.5
3c57qfx7,dmc3ye4p,,1,1.48,3c57qfx7,dmc3ye4p,0,,Baseline,Everytown for Gun Safety,47,0,White,1,1,2,2,2,1,0,0,0,1,1,0,0,0,1,1,1,1,2,0,1,2,2,-1,1,-2,0,0,2,4,.5,0,2.9000001,2.9000001,.44999999,3.04,3.0899999,2.6400001,2.0999999,2.6900001,3.0899999,3.1400001,2.9000001,2.9000001,.44999999,3.04,3.0899999,2.6400001,2.0999999,2.6900001,3.0899999,3.1400001,,,,,,,,,,,0,0,.050000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,0,0,0,0,.029999999,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,80,80,80,80,80,50,40,40,80,80,49,49,49,45,40,45,99,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000001,2.9000001,.44999999,3.04,3.0899999,2.6400001,2.0999999,2.6900001,3.0899999,3.1400001,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,80,80,80,80,80,50,40,40,80,80,49,49,49,45,40,45,99,40,40,35,No Action,No Action,Donate 10% of Period Earnings,,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26.040001,12.38,13.66,.1,.1,0
jumhmicw,dmc3ye4p,,1,2.45,jumhmicw,dmc3ye4p,0,,Baseline,the National Rifle Association (NRA),20,0,Black,0,0,1,2,2,1,0,0,0,1,1,0,0,0,1,1,1,1,-2,3,-5,-4,4,0,-1,5,0,-2,2,4,-.2,1,3,2.4200001,2.8399999,2.3399999,2.75,4.0500002,.44999999,2.7,4.0500002,.44999999,3,2.4200001,2.8399999,2.3399999,2.75,4.0500002,.44999999,2.7,4.0500002,.44999999,,,,,,,,,,,0,0,0,.25999999,0,.44999999,.050000001,.30000001,.44999999,.050000001,0,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,.029999999,0,0,.029999999,Sweater Vest,Cardigan,Cardigan,Turtleneck,Sweater Vest,Cardigan,Turtleneck,Cardigan,Cardigan,Sweater Vest,80,70,80,50,55,40,100,50,40,40,49,87,55,35,49,99,100,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.4200001,2.8399999,2.3399999,2.75,4.0500002,.44999999,2.7,4.0500002,.44999999,Sweater Vest,Cardigan,Cardigan,Turtleneck,Sweater Vest,Cardigan,Turtleneck,Cardigan,Cardigan,Sweater Vest,80,70,80,50,55,40,100,50,40,40,49,87,55,35,49,99,100,99,99,99,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,6,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.050003,13.35,11.7,.60000002,.1,.5
milh3i30,dmc3ye4p,,1,2.6700001,milh3i30,dmc3ye4p,0,,Baseline,Everytown for Gun Safety,21,0,White,1,1,0,4,4,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,-1,4,0,5,1,3,2,5,5,1.9,0,3,3.04,2.9400001,3.01,3.04,.81,2,2.8900001,2.97,3.04,3,3.04,2.9400001,3.01,3.04,.81,2,2.8900001,2.97,3.04,,,,,,,,,,,0,0,0,0,0,.090000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,80,85,95,87,85,55,40,80,80,85,49,50,60,55,40,90,99,60,52,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.04,2.9400001,3.01,3.04,.81,2,2.8900001,2.97,3.04,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,80,85,95,87,85,55,40,80,80,85,49,50,60,55,40,90,99,60,52,50,No Action,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,No Action,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26.739998,15.03,11.71,.1,0,.1
