participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.prolific_id,player.start_time,player.end_time,player.round_earnings,player.round_earnings_str,player.condition,player.survey_key,player.cause,player.consent,player.confirm_cause_nra,player.confirm_cause_etfgs,player.confirm_cause_rc,player.confirm_money,player.donation,player.donation_sum,player.round_donation_str,player.donation_str,player.payoff_a,player.payoff_a_str,player.payoff_b,player.payoff_b_str,player.paying_round_a,player.paying_round_b,player.rand_num,player.social_action_count,player.type,player.cotton,player.price,player.social_action,player.type1,player.cotton1,player.price1,player.social_action1,player.t_match1,player.t_match2,player.t_match3,player.d_match1,player.d_match2,player.d_match3,player.match1,player.match2,player.match3,player.round_earnings_n,player.type_n,player.cotton_n,player.price_n,player.social_action_n,player.board_block_n,player.type_b,player.cotton_b,player.price_b,player.social_action_b,player.board_block,player.board_penalty,player.pre_decision_earnings,player.attention_check,player.free_response_1,player.free_response_2,player.free_response_3,player.free_response_4,player.free_response_b1,player.free_response_b2,player.free_response_r1,player.free_response_r2,player.age,player.gender,player.race,player.volunteer,player.donated,player.politics,player.stance_opinion,player.csr_opinion,player.trolley,player.risk1,player.risk2,player.risk3,player.risk4,player.risk5,player.amb1,player.amb2,player.amb3,player.amb4,player.amb5,player.amb6,player.amb7,player.fair1,player.fair2,player.fair3_r,player.fair4_r,player.fair5,player.fair6_r,player.fair7,player.fair8_r,player.fair9,player.fair10,player.risk_payoff,player.risk_payoff_str,player.amb_payoff,player.amb_payoff_str,player.open_comments,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
172,krzque5d,,0,280,280,spi_strategies,FinalPayment,10.41.198.134,2020-07-13 16:55:19.394825+00:00,1,,,1.97,172,5efb5648d7ea0e08aa5d1179,1594659766.7125647,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,80,48,Donate 10% of Period Earnings,Sweater Vest,80,48,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,48,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
173,4a3k55su,,0,280,280,spi_strategies,FinalPayment,10.37.196.48,2020-07-13 16:55:21.283783+00:00,1,,,3.99,173,5dcc2827b1dabb8be6a9048e,1594659527.0003183,,2.94,2.94,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,55,No Action,Sweater Vest,80,55,No Action,1,0,0,1,0,,1,1,0,2.94,Sweater Vest,80,55,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
174,rrw9fi1v,,0,280,280,spi_strategies,FinalPayment,10.30.119.250,2020-07-13 16:55:21.735434+00:00,1,,,2.85,174,5ee59169fbedfb2dede8cea8,1594659377.2972753,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Cardigan,80,49,Donate 10% of Period Earnings,Cardigan,80,49,Donate 10% of Period Earnings,0,0,1,0,1,,1,0,0,0.45,Cardigan,80,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
175,zjbvgyd1,,0,281,280,spi_strategies,FinalPayment,10.148.121.8,2020-07-13 16:55:29.722938+00:00,1,,,3.96,175,5f07713e496b0a000806046f,1594659479.0973325,,2.97,2.97,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Cardigan,90,52,No Action,Cardigan,90,52,No Action,0,0,1,1,0,,0,1,0,2.97,Cardigan,90,52,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
176,ffkxsqcd,,0,280,280,spi_strategies,FinalPayment,10.43.250.98,2020-07-13 16:55:31.698592+00:00,1,,,4.37,176,5c476621b521ee00019abf67,1594659784.2185276,,3.0,3.00,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,60,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
177,nwtfdq74,,0,280,280,spi_strategies,FinalPayment,10.11.225.205,2020-07-13 16:55:35.144385+00:00,1,,,3.36,177,5efcc924231bde0c1c580baa,1594659467.8434246,,2.94,2.94,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA),,,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,55,No Action,Sweater Vest,80,55,No Action,1,0,0,1,0,,1,1,0,2.94,Sweater Vest,80,55,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
178,5364y2cc,,0,280,280,spi_strategies,FinalPayment,10.13.252.86,2020-07-13 16:55:41.262136+00:00,1,,,3.05,178,5d3cc9010e510a00013df6f6,1594659486.8179624,,3.0,3.00,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
179,wkyl3h2t,,0,281,280,spi_strategies,FinalPayment,10.37.156.31,2020-07-13 16:55:56.686682+00:00,1,,,3.70,179,5ef10683a33a986c4532fb7d,1594659447.5344129,,3.0,3.00,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA),,,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
180,jkewe5wj,,0,280,280,spi_strategies,FinalPayment,10.43.182.207,2020-07-13 16:56:04.691891+00:00,1,,,3.85,180,5e7995061a79d455837f95e1,1594659469.0979273,,3.0,3.00,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
181,3gwazn6b,,0,280,280,spi_strategies,FinalPayment,10.37.232.57,2020-07-13 16:56:08.716230+00:00,1,,,3.94,181,5eb307bbdac6750e13a984e0,1594659600.3407085,,2.99,2.99,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,85,55,No Action,Sweater Vest,85,55,No Action,1,0,0,1,0,,1,1,0,2.99,Sweater Vest,85,55,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
182,ssvond4o,,0,280,280,spi_strategies,FinalPayment,10.45.47.90,2020-07-13 16:56:13.304565+00:00,1,,,2.50,182,5ee4c9503c98861c88a94104,1594659781.947411,,3.04,3.04,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,45,No Action,Sweater Vest,80,45,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
183,6wmju60q,,0,281,280,spi_strategies,FinalPayment,10.41.220.10,2020-07-13 16:56:19.454188+00:00,1,,,3.00,183,5d667a1a3741ea0001c719b9,1594659530.72057,,2.8,2.80,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Cardigan,80,59,No Action,Cardigan,80,59,No Action,0,0,1,1,0,,0,1,0,2.80,Cardigan,80,59,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
184,ypx3z1mp,,0,280,280,spi_strategies,FinalPayment,10.13.148.247,2020-07-13 16:56:20.102159+00:00,1,,,2.88,184,5e81037f7dd7d503f9d650a4,1594659498.4621298,,3.0,3.00,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,90,59,No Action,Sweater Vest,90,59,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,90,59,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
185,0cnrk4l5,,0,7,280,spi_strategies,ConfirmNRA,10.61.164.89,2020-07-13 16:56:25.789424+00:00,1,,,0.00,185,5e48122927eb23000af799c7,1594659469.7449734,,,,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA),,,,,0.0,,,,,,,5,8,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
186,xiq99i9d,,0,280,280,spi_strategies,FinalPayment,10.47.227.158,2020-07-13 16:56:30.317434+00:00,1,,,1.95,186,5ef3d7dab563d018ffd57892,1594659432.0647988,,3.09,3.09,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,60,20,No Action,Sweater Vest,60,20,No Action,1,0,0,1,0,,1,1,0,3.09,Sweater Vest,60,20,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
187,vueyubll,,0,281,280,spi_strategies,FinalPayment,10.63.127.111,2020-07-13 16:56:31.359157+00:00,1,,,4.02,187,5e29ed78eb557a05536b8442,1594659558.8512015,,3.0,3.00,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
188,gddr9be8,,0,281,280,spi_strategies,FinalPayment,10.5.185.29,2020-07-13 16:56:32.127632+00:00,1,,,0.86,188,5efa960cfce41c1c4fdffd4a,1594659460.1942463,,4.41,4.41,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.49,,,,,,5,8,,,Turtleneck,60,50,Donate 10% of Period Earnings,Turtleneck,60,50,Donate 10% of Period Earnings,0,1,0,0,1,,1,1,0,4.41,Turtleneck,60,50,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
189,ydhen5vl,,0,280,280,spi_strategies,FinalPayment,10.63.103.37,2020-07-13 16:56:36.696835+00:00,1,,,3.40,189,5d2c9ed0a0580000174a22bc,1594659495.415209,,3.14,3.14,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,35,No Action,Sweater Vest,80,35,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
190,ozlm7893,,0,281,280,spi_strategies,FinalPayment,10.43.152.156,2020-07-13 16:56:42.377570+00:00,1,,,0.66,190,5ee0c6652be5f606611edd36,1594659596.9445794,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,80,49,Donate 10% of Period Earnings,Sweater Vest,80,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,50,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
191,7q4t2jzg,,0,280,280,spi_strategies,FinalPayment,10.35.248.8,2020-07-13 16:56:45.353351+00:00,1,,,3.69,191,5e97f4cc2d97912c3da8a518,1594659508.372298,,3.0,3.00,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
192,gucq6qpe,,0,280,280,spi_strategies,FinalPayment,10.109.220.238,2020-07-13 16:56:54.182289+00:00,1,,,1.90,192,5d35c7a19a2dfc0018446287,1594659462.0937521,,3.0,3.00,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
193,yofoc3bk,,0,3,280,spi_strategies,Introduction,10.9.213.124,2020-07-13 16:56:57.069282+00:00,1,,,0.00,193,5eb04790c4a53a0a8d897518,,,,,Reputation,,the National Rifle Association (NRA),I consent,,,,,,0.0,,,,,,,5,8,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
194,mgewlvim,,0,280,280,spi_strategies,FinalPayment,10.37.222.189,2020-07-13 16:56:58.524462+00:00,1,,,1.28,194,5f08ee6f4260d717cda74dae,1594659653.032839,,3.0,3.00,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,Cardigan,70,60,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
195,zja6v6xx,,0,280,280,spi_strategies,FinalPayment,10.33.232.252,2020-07-13 16:56:58.771310+00:00,1,,,2.64,195,5d41aa9ec61bc300012c73f6,1594659621.7590947,,2.81,2.81,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA),,,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.00,,,,,,5,8,,,Turtleneck,60,38,No Action,Turtleneck,60,38,No Action,0,1,0,1,0,,0,0,0,2.81,Turtleneck,60,38,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
196,2vl00e62,,0,281,280,spi_strategies,FinalPayment,10.159.227.245,2020-07-13 16:57:18.386605+00:00,1,,,2.50,196,5b182365316c630001abff4f,1594659857.2780285,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,75,49,Donate 10% of Period Earnings,Sweater Vest,75,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,75,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
197,11pl9h77,,0,280,280,spi_strategies,FinalPayment,10.171.23.45,2020-07-13 16:57:22.864145+00:00,1,,,3.04,197,5d9d2e7b60ff260017554fb5,1594659513.109719,,3.0,3.00,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,Sweater Vest,85,55,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
198,npfyrgys,,0,281,280,spi_strategies,FinalPayment,10.29.25.131,2020-07-13 16:57:27.128829+00:00,1,,,3.27,198,5ec03a5e431c380a2dd46bb5,1594659500.714809,,2.95,2.95,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,54,No Action,Sweater Vest,80,54,No Action,1,0,0,1,0,,1,1,0,2.95,Sweater Vest,80,54,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
199,aau1fls7,,0,280,280,spi_strategies,FinalPayment,10.31.74.134,2020-07-13 16:57:27.696237+00:00,1,,,3.70,199,5d151dd64d38750017436029,1594659586.731557,,3.0,3.00,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
200,it8lwkwc,,0,280,280,spi_strategies,FinalPayment,10.65.248.108,2020-07-13 16:57:28.311600+00:00,1,,,2.85,200,5f0a054168756b0a471b5649,1594659584.7767015,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,80,49,Donate 10% of Period Earnings,Sweater Vest,80,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,,80,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
201,j6qmo1a1,,0,3,280,spi_strategies,Introduction,10.45.47.90,2020-07-13 16:57:29.952993+00:00,1,,,0.00,201,5e1672ed53e846c65ba488d0,,,,,Reputation,,the National Rifle Association (NRA),I consent,,,,,,0.0,,,,,,,5,8,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
202,od9mduyh,,0,281,280,spi_strategies,FinalPayment,10.67.225.150,2020-07-13 16:57:33.345312+00:00,1,,,2.70,202,5eecf2ddea47e10da39e6171,1594659562.6308982,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,85,55,Donate 10% of Period Earnings,Sweater Vest,85,55,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,85,55,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
203,7wajwrbp,,0,280,280,spi_strategies,FinalPayment,10.186.239.155,2020-07-13 16:57:35.249495+00:00,1,,,3.25,203,5dcea7314d51e4107516c80d,1594659575.2226212,,2.98,2.98,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,51,No Action,Sweater Vest,80,51,No Action,1,0,0,1,0,,1,1,0,2.98,Sweater Vest,80,51,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
204,gkrxfq0a,,0,280,280,spi_strategies,FinalPayment,10.138.162.166,2020-07-13 16:57:38.164381+00:00,1,,,1.61,204,5e8a5f27f35994098ee9a4aa,1594659518.9322972,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent ,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,80,49,Donate 10% of Period Earnings,Sweater Vest,80,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
205,9985ztzj,,0,280,280,spi_strategies,FinalPayment,10.95.209.15,2020-07-13 16:57:45.913181+00:00,1,,,3.84,205,5acc2d21436f550001003111,1594659535.2281065,,3.0,3.00,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
206,sc9pud03,,0,280,280,spi_strategies,FinalPayment,10.79.206.66,2020-07-13 16:57:48.333062+00:00,1,,,3.72,206,5e9f877ee0b0960f3d2b6d30,1594659558.3604171,,2.99,2.99,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety,,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,75,45,No Action,Sweater Vest,75,45,No Action,1,0,0,1,0,,1,1,0,2.99,Sweater Vest,75,45,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
207,r6ue2awo,,0,280,280,spi_strategies,FinalPayment,10.52.12.238,2020-07-13 16:57:48.496556+00:00,1,,,4.08,207,5ea9ec43f5c4ed163883290b,1594659543.1241775,,2.95,2.95,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Sweater Vest,85,59,No Action,Sweater Vest,85,59,No Action,1,0,0,1,0,,1,1,0,2.95,Sweater Vest,85,59,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
208,3idslbn2,,0,280,280,spi_strategies,FinalPayment,10.97.235.153,2020-07-13 16:57:54.771206+00:00,1,,,1.68,208,5d406d4b800eb70019d7e2c0,1594659592.2054453,,0.45,0.45,Reputation,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,5,8,,,Sweater Vest,80,49,Donate 10% of Period Earnings,Sweater Vest,80,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
209,dcj3eb46,,0,280,280,spi_strategies,FinalPayment,10.33.162.24,2020-07-13 16:57:56.081265+00:00,1,,,3.15,209,5ec58b934e7d555a52aa5259,1594659528.4670463,,2.9,2.90,Reputation,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,5,8,,,Cardigan,80,49,No Action,Cardigan,80,49,No Action,0,0,1,1,0,,0,1,0,2.90,Cardigan,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,fvhzp1ip,,,,,,0
