participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.prolific_id,player.start_time,player.end_time,player.round_earnings,player.round_earnings_str,player.condition,player.survey_key,player.cause,player.consent,player.confirm_cause_nra,player.confirm_cause_etfgs,player.confirm_cause_rc,player.confirm_money,player.donation,player.donation_sum,player.round_donation_str,player.donation_str,player.payoff_a,player.payoff_a_str,player.payoff_b,player.payoff_b_str,player.paying_round_a,player.paying_round_b,player.rand_num,player.social_action_count,player.type,player.cotton,player.price,player.social_action,player.type1,player.cotton1,player.price1,player.social_action1,player.t_match1,player.t_match2,player.t_match3,player.d_match1,player.d_match2,player.d_match3,player.match1,player.match2,player.match3,player.round_earnings_n,player.type_n,player.cotton_n,player.price_n,player.social_action_n,player.board_block_n,player.type_b,player.cotton_b,player.price_b,player.social_action_b,player.board_block,player.board_penalty,player.pre_decision_earnings,player.attention_check,player.free_response_1,player.free_response_2,player.free_response_3,player.free_response_4,player.free_response_b1,player.free_response_b2,player.free_response_r1,player.free_response_r2,player.age,player.gender,player.race,player.volunteer,player.donated,player.politics,player.stance_opinion,player.csr_opinion,player.trolley,player.risk1,player.risk2,player.risk3,player.risk4,player.risk5,player.amb1,player.amb2,player.amb3,player.amb4,player.amb5,player.amb6,player.amb7,player.fair1,player.fair2,player.fair3_r,player.fair4_r,player.fair5,player.fair6_r,player.fair7,player.fair8_r,player.fair9,player.fair10,player.risk_payoff,player.risk_payoff_str,player.amb_payoff,player.amb_payoff_str,player.open_comments,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,jni8vw4i,,0,2,280,spi_strategies,Consent,10.30.127.176,2020-07-06 17:08:56.956278+00:00,1,,,0.00,1,5f02a2b5e91635159e4dad4f,,,,,Baseline,,the National Rifle Association (NRA),,,,,,,0.0,,,,,,,3,6,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
2,ko040yl3,,0,280,280,spi_strategies,FinalPayment,10.52.9.178,2020-07-06 17:12:41.527592+00:00,1,,,2.64,2,5f02a2b5e91635159e4dad4f,1594055681.916824,,2.89,2.89,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,75,55,No Action,Sweater Vest,75,55,No Action,1,0,0,1,0,,1,1,0,2.89,Sweater Vest,75,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
3,kov3e2gw,,0,3,280,spi_strategies,Introduction,10.109.218.102,2020-07-06 17:14:19.788167+00:00,1,,,0.00,3,5ec99718111ab74a73726e6b,,,,,Baseline,,The American Red Cross,I consent,,,,,,0.0,,,,,,,3,6,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
4,yrjguxen,,0,281,280,spi_strategies,FinalPayment,10.35.183.55,2020-07-06 17:17:38.729914+00:00,1,,,3.02,4,5d18277db3e698001aea8f43,1594055886.7032828,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
5,bwdifyfz,,0,281,280,spi_strategies,FinalPayment,10.45.47.90,2020-07-06 17:19:27.838506+00:00,1,,,1.76,5,5e9a4b17666c130defb0ab72,1594064095.9455044,,0.45,0.45,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,80,49,Donate 10% of Period Earnings,Sweater Vest,80,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
6,ga4caip8,,0,280,280,spi_strategies,FinalPayment,10.30.25.182,2020-07-06 17:22:52.597928+00:00,1,,,4.12,6,5de4ba129a9da54640672e49,1594056552.3284857,,0.45,0.45,Baseline,,The American Red Cross,I consent ,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Cardigan,80,69,Donate 10% of Period Earnings,Cardigan,80,69,Donate 10% of Period Earnings,0,0,1,0,1,,1,0,0,0.45,Cardigan,80,669,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
7,8ckvvnzv,,0,280,280,spi_strategies,FinalPayment,10.31.87.172,2020-07-06 17:23:06.043089+00:00,1,,,2.92,7,5efcde004946480ef9966ce4,1594056299.7062283,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent ,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
8,p7vlljhk,,0,280,280,spi_strategies,FinalPayment,10.81.170.215,2020-07-06 17:24:26.291430+00:00,1,,,0.86,8,5ef7710bb5b38908a7fc8625,1594056361.7827616,,0.45,0.45,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,80,55,Donate 10% of Period Earnings,Sweater Vest,80,55,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
9,p2c39ces,,0,281,280,spi_strategies,FinalPayment,10.37.246.199,2020-07-06 17:25:33.193443+00:00,1,,,3.64,9,5e5bdffc71e4603bc338a96c,1594056423.3732462,,0.45,0.45,Baseline,,The American Red Cross,I consent ,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Cardigan,80,49,Donate 10% of Period Earnings,Cardigan,80,49,Donate 10% of Period Earnings,0,0,1,0,1,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
10,h8goaeiy,,0,280,280,spi_strategies,FinalPayment,10.45.226.51,2020-07-06 17:25:59.608481+00:00,1,,,2.13,10,5f02cea120393a16d40a9594,1594056468.9661858,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
11,lj9vzkdq,,0,281,280,spi_strategies,FinalPayment,10.47.180.171,2020-07-06 17:27:14.576022+00:00,1,,,3.05,11,5ae74788d5ec5e000175ea08,1594056576.9674273,,3.0,3.00,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
12,to3cxyxq,,0,280,280,spi_strategies,FinalPayment,10.41.220.10,2020-07-06 17:27:34.543356+00:00,1,,,2.58,12,5edc0b5819fa7f8ba7567231,1594056539.1506388,,0.45,0.45,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,80,52,Donate 10% of Period Earnings,Sweater Vest,80,52,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,52,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
13,at0gqj66,,0,280,280,spi_strategies,FinalPayment,10.43.233.181,2020-07-06 17:30:42.347046+00:00,1,,,3.17,13,5ebdd45735fd7a10db15f4de,1594056707.9353347,,2.7,2.70,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Cardigan,60,49,No Action,Cardigan,60,49,No Action,0,0,1,1,0,,0,1,0,2.70,Cardigan,60,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
14,t0zz3i00,,0,2,280,spi_strategies,Consent,10.65.248.108,2020-07-06 17:31:07.530652+00:00,1,,,0.00,14,5e5d3499f5bf520402da1afd,,,,,Baseline,,Everytown for Gun Safety,,,,,,,0.0,,,,,,,3,6,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
15,g6dh5251,,0,280,280,spi_strategies,FinalPayment,10.35.248.100,2020-07-06 17:31:52.031163+00:00,1,,,1.11,15,5f0165065e7e8b2a6cfb4c19,1594056783.9900637,,3.0,3.00,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
16,e7rdlell,,0,280,280,spi_strategies,FinalPayment,10.29.126.3,2020-07-06 17:32:28.700704+00:00,1,,,2.92,16,5eae2852df23cb4fdc4df38e,1594056912.7856977,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
17,k7a23lst,,0,281,280,spi_strategies,FinalPayment,10.35.184.226,2020-07-06 17:32:51.436754+00:00,1,,,1.78,17,5bbb9b3a27fb5000013d7a8f,1594057362.3629591,,0.45,0.45,Baseline,,Everytown for Gun Safety,I consent ,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,75,55,Donate 10% of Period Earnings,Sweater Vest,75,55,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,75,55,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
18,yyorydj8,,0,280,280,spi_strategies,FinalPayment,10.63.123.248,2020-07-06 17:34:59.775897+00:00,1,,,3.55,18,5df2f2ed4c81b2201c6c782e,1594057040.350948,,0.45,0.45,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,80,49,Donate 10% of Period Earnings,Sweater Vest,80,49,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
19,dav8wc3u,,0,280,280,spi_strategies,FinalPayment,10.45.78.78,2020-07-06 17:37:03.907187+00:00,1,,,2.85,19,5e1f4868f56a9603a636e76b,1594057169.8913352,,2.85,2.85,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Cardigan,75,49,No Action,Cardigan,75,49,No Action,0,0,1,1,0,,0,1,0,2.85,Cardigan,75,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
20,sdmgpyfl,,0,280,280,spi_strategies,FinalPayment,10.35.222.75,2020-07-06 17:38:32.378931+00:00,1,,,3.30,20,5df3f2c558a5c72d724a22ef,1594057277.4115639,,3.0,3.00,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
21,izsm1jdy,,0,280,280,spi_strategies,FinalPayment,10.51.205.51,2020-07-06 17:38:48.447446+00:00,1,,,4.22,21,592533a116210d0001737634,1594058037.6244376,,3.0,3.00,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
22,h4w27ybk,,0,2,280,spi_strategies,Consent,10.52.12.238,2020-07-06 17:38:58.391594+00:00,1,,,0.00,22,5d7ff4aa50fda7001a863736,,,,,Baseline,,the National Rifle Association (NRA),,,,,,,0.0,,,,,,,3,6,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
23,lz4ixya7,,0,2,280,spi_strategies,Consent,10.61.214.174,2020-07-06 17:39:35.545714+00:00,1,,,0.00,23,5dd701b8e3b258000daa92bd,,,,,Baseline,,Everytown for Gun Safety,,,,,,,0.0,,,,,,,3,6,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
24,fov41f6t,,0,281,280,spi_strategies,FinalPayment,10.155.88.71,2020-07-06 17:39:43.582514+00:00,1,,,3.62,24,55a43cf3fdf99b02ff6cb0b4,1594057376.4530203,,0.45,0.45,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,80,55,Donate 10% of Period Earnings,Sweater Vest,80,55,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,55,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
25,svl3e23g,,0,281,280,spi_strategies,FinalPayment,10.7.214.204,2020-07-06 17:39:58.882936+00:00,1,,,2.49,25,5e8be3b0ae1e0a0dd6bf8cde,1594057322.2674727,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
26,oxj8ul5t,,0,280,280,spi_strategies,FinalPayment,10.41.153.135,2020-07-06 17:40:02.124861+00:00,1,,,0.91,26,5ef418a3637bb41d140de7e4,1594057301.9328048,,4.05,4.05,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.45,,,,,,3,6,,,Turtleneck,65,49,Donate 10% of Period Earnings,Turtleneck,65,49,Donate 10% of Period Earnings,0,1,0,0,1,,1,1,0,4.05,Turtleneck,65,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
27,b156uim5,,0,280,280,spi_strategies,FinalPayment,10.143.53.219,2020-07-06 17:42:20.018008+00:00,1,,,1.16,27,5edbe0d8856ca98967058222,1594057473.8441048,,0.45,0.45,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Cardigan,80,49,Donate 10% of Period Earnings,Cardigan,80,49,Donate 10% of Period Earnings,0,0,1,0,1,,1,0,0,0.45,Cardigan,80,49,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
28,fpuudcf2,,0,280,280,spi_strategies,FinalPayment,10.99.209.116,2020-07-06 17:44:22.603781+00:00,1,,,3.45,28,5eecdd6bdba8370929217093,1594057552.8350232,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
29,vut8kvj2,,0,280,280,spi_strategies,FinalPayment,10.183.68.6,2020-07-06 17:44:32.130301+00:00,1,,,3.61,29,5e5c58012272eb4328419f08,1594057639.2875423,,3.0,3.00,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
30,cchq91tx,,0,9,280,spi_strategies,ConfirmRC,10.30.235.17,2020-07-06 17:44:35.035530+00:00,1,,,0.00,30,5eb1d2449a1e7912cdb016e2,1594057505.865269,,,,Baseline,,The American Red Cross,I consent ,,,,,,0.0,,,,,,,3,6,,,,,,,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
31,m8zvl8jw,,0,280,280,spi_strategies,FinalPayment,10.30.93.74,2020-07-06 17:45:07.302908+00:00,1,,,2.60,31,56e84b42b8d14c000c3d348d,1594057632.9795692,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
32,h712b09y,,0,280,280,spi_strategies,FinalPayment,10.47.180.215,2020-07-06 17:45:53.366509+00:00,1,,,3.37,32,5dd701b8e3b258000daa92bd,1594057668.4944956,,0.45,0.45,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,90,55,Donate 10% of Period Earnings,Sweater Vest,90,55,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,90,555,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
33,1qnybp0h,,0,280,280,spi_strategies,FinalPayment,10.35.248.100,2020-07-06 17:45:55.878945+00:00,1,,,4.85,33,5efffc44b826ab100008f320,1594057617.6651356,,0.45,0.45,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,60,45,Donate 10% of Period Earnings,Sweater Vest,60,45,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.05,Sweater Vest,60,45,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
34,hwtsr5kc,,0,280,280,spi_strategies,FinalPayment,10.13.211.10,2020-07-06 17:46:20.746939+00:00,1,,,3.33,34,593495766bedf50001dc3015,1594057636.4559689,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
35,17fniekk,,0,280,280,spi_strategies,FinalPayment,10.159.167.232,2020-07-06 17:47:52.969634+00:00,1,,,2.53,35,5ec5d393295d6e655f9842e4,1594057767.3659816,,0.45,0.45,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety,,My personal earnings in this experiment will be paid to me in real money,0.0,0.0,0.05,,,,,,3,6,,,Cardigan,75,69,Donate 10% of Period Earnings,Cardigan,75,69,Donate 10% of Period Earnings,0,0,1,0,1,,1,0,0,0.45,Cardigan,75,69,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
36,f0d0en1l,,0,280,280,spi_strategies,FinalPayment,10.30.25.182,2020-07-06 17:47:56.662779+00:00,1,,,3.92,36,5d3f73fa1c240e000146b5d2,1594057735.9021204,,3.0,3.00,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
37,vwjo1xx7,,0,281,280,spi_strategies,FinalPayment,10.171.23.45,2020-07-06 17:48:31.158083+00:00,1,,,2.60,37,5e35fe137169145c27eac095,1594057807.0166588,,3.0,3.00,Baseline,,the National Rifle Association (NRA),I consent,Any donations I make in this experiment will go to the National Rifle Association (NRA).,,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.00,,,,,,3,6,,,Sweater Vest,80,49,No Action,Sweater Vest,80,49,No Action,1,0,0,1,0,,1,1,0,3.00,Sweater Vest,80,49,No Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
38,pikz2i74,,0,280,280,spi_strategies,FinalPayment,10.16.178.50,2020-07-06 17:48:44.307413+00:00,1,,,3.77,38,5e57481e631bcb1008a5480a,1594057873.8506055,,0.45,0.45,Baseline,,Everytown for Gun Safety,I consent,,Any donations I make in this experiment will go to Everytown for Gun Safety.,,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,75,47,Donate 10% of Period Earnings,Sweater Vest,75,47,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,75,47,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
39,wpul1c9f,,0,280,280,spi_strategies,FinalPayment,10.171.23.45,2020-07-06 17:48:56.157885+00:00,1,,,4.13,39,557f112bfdf99b4ea6dd08db,1594057808.365449,,0.45,0.45,Baseline,,The American Red Cross,I consent,,,Any donations I make in this experiment will go to The American Red Cross.,My personal earnings in this experiment will be paid to me in real money.,0.0,0.0,0.05,,,,,,3,6,,,Sweater Vest,80,60,Donate 10% of Period Earnings,Sweater Vest,80,60,Donate 10% of Period Earnings,1,0,0,0,1,,0,0,0,0.45,Sweater Vest,80,60,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,1,49m28d93,,,,,,0
